id,bus,stop,line,direction,bearing,datetime,estimateArrive,expectedArrival
1642171510,BF67GNU,490003444E,18,1,127,2021-01-05 19:16:31.385885100,397,2021-01-05 19:23:08.000000000
1521713395,LJ15JZD,490003444E,18,1,127,2021-01-05 19:16:31.385885100,318,2021-01-05 19:21:49.000000000
-1031534552,LJ16EWX,490003444E,18,1,127,2021-01-05 19:16:31.385885100,720,2021-01-05 19:28:31.000000000
683153966,SK20AXT,490000003R,25,2,241,2021-01-05 19:16:01.454190900,968,2021-01-05 19:32:09.000000000
-2002803742,SK20AYX,490000003R,25,2,241,2021-01-05 19:16:01.454190900,1484,2021-01-05 19:40:45.000000000
1736258833,SK20BDV,490000003R,25,2,241,2021-01-05 19:16:01.454190900,1100,2021-01-05 19:34:21.000000000
791746089,BF67GKN,490014552W,18,2,273,2021-01-05 19:16:31.390277100,409,2021-01-05 19:23:20.000000000
-1181367363,BF67GLJ,490014552W,18,2,273,2021-01-05 19:16:31.390277100,817,2021-01-05 19:30:08.000000000
757206774,LJ16EWF,490014552W,18,2,273,2021-01-05 19:16:31.390277100,948,2021-01-05 19:32:19.000000000
-945209018,LJ16EWV,490014552W,18,2,273,2021-01-05 19:16:31.390277100,262,2021-01-05 19:20:53.000000000
1254856626,LJ16EWZ,490014552W,18,2,273,2021-01-05 19:16:31.390277100,1177,2021-01-05 19:36:08.000000000
-2132767843,LJ66TSO,490014552W,18,2,273,2021-01-05 19:16:31.390277100,1565,2021-01-05 19:42:36.000000000
-1703999156,BF67GKG,490012803Z,18,2,293,2021-01-05 19:16:31.618763100,347,2021-01-05 19:22:18.000000000
1380708601,BF67GKN,490012803Z,18,2,293,2021-01-05 19:16:31.618763100,1748,2021-01-05 19:45:39.000000000
1325484929,BF67GLV,490012803Z,18,2,293,2021-01-05 19:16:31.618763100,994,2021-01-05 19:33:05.000000000
1325419393,BF67GMV,490012803Z,18,2,293,2021-01-05 19:16:31.618763100,760,2021-01-05 19:29:11.000000000
-991877779,BF67GNJ,490012803Z,18,2,293,2021-01-05 19:16:31.618763100,199,2021-01-05 19:19:50.000000000
1380774137,BF67GNN,490012803Z,18,2,293,2021-01-05 19:16:31.618763100,1192,2021-01-05 19:36:23.000000000
-1160534122,LJ16EWV,490012803Z,18,2,293,2021-01-05 19:16:31.618763100,1504,2021-01-05 19:41:35.000000000
615907559,BF67GKK,490015558W2,18,2,266,2020-12-30 15:39:50.484102900,638,2020-12-30 15:50:28.000000000
-679676467,BF67GKY,490015558W2,18,2,266,2020-12-30 15:39:50.484102900,1480,2020-12-30 16:04:30.000000000
1905544882,BF67GLZ,490015558W2,18,2,266,2020-12-30 15:39:50.484102900,260,2020-12-30 15:44:10.000000000
-680331827,BF67GMY,490015558W2,18,2,266,2020-12-30 15:39:50.484102900,13,2020-12-30 15:40:03.000000000
-467651079,LJ16EWV,490015558W2,18,2,266,2020-12-30 15:39:50.484102900,1215,2020-12-30 16:00:05.000000000
-734148521,LJ16EWX,490015558W2,18,2,266,2020-12-30 15:39:50.484102900,1758,2020-12-30 16:09:08.000000000
-1553334494,LJ66TSO,490015558W2,18,2,266,2020-12-30 15:39:50.484102900,945,2020-12-30 15:55:35.000000000
858094699,SK20AZA,490007657V,25,2,252,2021-01-05 19:16:31.572085500,286,2021-01-05 19:21:17.000000000
165331124,SK20BCY,490007657V,25,2,252,2021-01-05 19:16:31.572085500,1212,2021-01-05 19:36:43.000000000
-168847139,BF67GLJ,490000078P,18,2,242,2021-01-05 19:16:31.947306500,214,2021-01-05 19:20:05.000000000
510091629,BF67GLZ,490000078P,18,2,242,2021-01-05 19:16:31.947306500,1146,2021-01-05 19:35:37.000000000
-1419660036,BF67GMG,490000078P,18,2,242,2021-01-05 19:16:31.947306500,1535,2021-01-05 19:42:06.000000000
1633179030,LJ16EWF,490000078P,18,2,242,2021-01-05 19:16:31.947306500,169,2021-01-05 19:19:20.000000000
112315602,LJ16EWZ,490000078P,18,2,242,2021-01-05 19:16:31.947306500,445,2021-01-05 19:23:56.000000000
-862269187,LJ66TSO,490000078P,18,2,242,2021-01-05 19:16:31.947306500,786,2021-01-05 19:29:37.000000000
-1776124817,SK20AZA,490008603W,25,2,255,2021-01-05 19:17:01.118697300,1124,2021-01-05 19:35:45.000000000
2115213755,SK20BBF,490008603W,25,2,255,2021-01-05 19:17:01.118697300,562,2021-01-05 19:26:23.000000000
-1892825600,BF67GKE,490003597G,18,1,160,2021-01-05 19:17:01.071820700,99,2021-01-05 19:18:40.000000000
-1049460460,BF67GMY,490003597G,18,1,160,2021-01-05 19:17:01.071820700,1359,2021-01-05 19:39:40.000000000
-393983234,LJ16EWH,490003597G,18,1,160,2021-01-05 19:17:01.071820700,519,2021-01-05 19:25:40.000000000
-1753680505,LJ16EWU,490003597G,18,1,160,2021-01-05 19:17:01.071820700,939,2021-01-05 19:32:40.000000000
-1167352575,BF67GKE,490000011E,18,2,253,2020-12-30 15:39:07.872528300,56,2020-12-30 15:40:03.000000000
-197404139,BF67GLY,490000011E,18,2,253,2020-12-30 15:39:07.872528300,622,2020-12-30 15:49:29.000000000
-1970220637,BF67GMO,490000011E,18,2,253,2020-12-30 15:39:07.872528300,1513,2020-12-30 16:04:20.000000000
770528657,LJ16EWF,490000011E,18,2,253,2020-12-30 15:39:07.872528300,1208,2020-12-30 15:59:15.000000000
1331085628,LJ16EWG,490000011E,18,2,253,2020-12-30 15:39:07.872528300,223,2020-12-30 15:42:50.000000000
1153960264,BF67GKG,490012847W,18,2,293,2021-01-05 19:17:00.724575800,535,2021-01-05 19:25:55.000000000
441132393,BF67GKJ,490012847W,18,2,293,2021-01-05 19:17:00.724575800,105,2021-01-05 19:18:45.000000000
-1851372667,BF67GLV,490012847W,18,2,293,2021-01-05 19:17:00.724575800,1138,2021-01-05 19:35:58.000000000
-1851307131,BF67GMV,490012847W,18,2,293,2021-01-05 19:17:00.724575800,999,2021-01-05 19:33:39.000000000
440804713,BF67GNJ,490012847W,18,2,293,2021-01-05 19:17:00.724575800,438,2021-01-05 19:24:18.000000000
-1930694403,BF67GNN,490012847W,18,2,293,2021-01-05 19:17:00.724575800,1449,2021-01-05 19:41:09.000000000
-1969892957,BF67GKO,490000011D,18,1,74,2021-01-05 19:17:00.646452900,542,2021-01-05 19:26:02.000000000
1411212241,BF67GNU,490000011D,18,1,74,2021-01-05 19:17:00.646452900,1153,2021-01-05 19:36:13.000000000
1867476820,LJ15JZD,490000011D,18,1,74,2021-01-05 19:17:00.646452900,933,2021-01-05 19:32:33.000000000
-143071345,LJ16EWX,490000011D,18,1,74,2021-01-05 19:17:00.646452900,1479,2021-01-05 19:41:39.000000000
1751802241,LJ66TRZ,490000011D,18,1,74,2021-01-05 19:17:00.646452900,376,2021-01-05 19:23:16.000000000
1769020677,SK20AYY,490008275K,25,1,109,2021-01-05 19:17:01.196824100,1049,2021-01-05 19:34:30.000000000
-1146272756,SK20AZF,490008275K,25,1,109,2021-01-05 19:17:01.196824100,620,2021-01-05 19:27:21.000000000
-1822381018,SK20AZA,490006917E,25,2,263,2021-01-05 19:17:00.717026700,1317,2021-01-05 19:38:57.000000000
2068924914,SK20BBF,490006917E,25,2,263,2021-01-05 19:17:00.717026700,797,2021-01-05 19:30:17.000000000
56738776,BF67GLJ,490005584K,18,1,98,2020-12-30 15:39:49.027868300,618,2020-12-30 15:50:07.000000000
-1817768782,BF67GMX,490005584K,18,1,98,2020-12-30 15:39:49.027868300,924,2020-12-30 15:55:13.000000000
775037109,BF67GKE,490013826G,18,1,134,2021-01-05 19:16:31.868945500,1471,2021-01-05 19:41:02.000000000
-1761634436,BF67GKP,490013826G,18,1,134,2021-01-05 19:16:31.868945500,649,2021-01-05 19:27:20.000000000
-964109090,BF67GKZ,490013826G,18,1,134,2021-01-05 19:16:31.868945500,762,2021-01-05 19:29:13.000000000
1663195707,LJ16EWX,490013826G,18,1,134,2021-01-05 19:16:31.868945500,96,2021-01-05 19:18:07.000000000
1796305597,BF67GKE,490005491E,18,1,72,2021-01-05 19:17:00.865191500,1557,2021-01-05 19:42:57.000000000
-740506252,BF67GKP,490005491E,18,1,72,2021-01-05 19:17:00.865191500,735,2021-01-05 19:29:15.000000000
-2085908778,BF67GKZ,490005491E,18,1,72,2021-01-05 19:17:00.865191500,848,2021-01-05 19:31:08.000000000
637601843,LJ16EWX,490005491E,18,1,72,2021-01-05 19:17:00.865191500,182,2021-01-05 19:20:02.000000000
-191927055,BF67GKO,490007807E,18,1,81,2021-01-05 19:17:00.930894000,645,2021-01-05 19:27:45.000000000
705158787,BF67GNU,490007807E,18,1,81,2021-01-05 19:17:00.930894000,1204,2021-01-05 19:37:04.000000000
1008890252,LJ15JYZ,490007807E,18,1,81,2021-01-05 19:17:00.930894000,42,2021-01-05 19:17:42.000000000
290836998,LJ15JZD,490007807E,18,1,81,2021-01-05 19:17:00.930894000,1013,2021-01-05 19:33:53.000000000
-1990042915,LJ16EWX,490007807E,18,1,81,2021-01-05 19:17:00.930894000,1573,2021-01-05 19:43:13.000000000
376495315,LJ66TRZ,490007807E,18,1,81,2021-01-05 19:17:00.930894000,395,2021-01-05 19:23:35.000000000
2091751322,BF67GKP,490007807W,18,2,259,2021-01-05 11:22:22.552836100,1160,2021-01-05 11:41:42.000000000
752540728,BF67GKZ,490007807W,18,2,259,2021-01-05 11:22:22.552836100,1473,2021-01-05 11:46:55.000000000
706076291,BF67GNU,490007807W,18,2,259,2021-01-05 11:22:22.552836100,560,2021-01-05 11:31:42.000000000
289919494,LJ15JZD,490007807W,18,2,259,2021-01-05 11:22:22.552836100,520,2021-01-05 11:31:02.000000000
-1989125411,LJ16EWX,490007807W,18,2,259,2021-01-05 11:22:22.552836100,860,2021-01-05 11:36:42.000000000
375577811,LJ66TRZ,490007807W,18,2,259,2021-01-05 11:22:22.552836100,172,2021-01-05 11:25:14.000000000
-1110141003,SK20AXT,490004147W,25,2,251,2021-01-05 19:17:00.865191500,325,2021-01-05 19:22:25.000000000
279782162,SK20AYU,490004147W,25,2,251,2021-01-05 19:17:00.865191500,1565,2021-01-05 19:43:05.000000000
502476409,SK20AYX,490004147W,25,2,251,2021-01-05 19:17:00.865191500,942,2021-01-05 19:32:42.000000000
-233719670,SK20BDV,490004147W,25,2,251,2021-01-05 19:17:00.865191500,507,2021-01-05 19:25:27.000000000
30545329,BF67GLJ,490000191B,18,2,253,2021-01-05 19:17:01.354977600,456,2021-01-05 19:24:37.000000000
-363140095,BF67GLZ,490000191B,18,2,253,2021-01-05 19:17:01.354977600,1391,2021-01-05 19:40:12.000000000
1599879568,BF67GMG,490000191B,18,2,253,2021-01-05 19:17:01.354977600,1751,2021-01-05 19:46:12.000000000
-1788487430,LJ16EWF,490000191B,18,2,253,2021-01-05 19:17:01.354977600,380,2021-01-05 19:23:21.000000000
-225689154,LJ16EWZ,490000191B,18,2,253,2021-01-05 19:17:01.354977600,680,2021-01-05 19:28:21.000000000
950492561,LJ66TSO,490000191B,18,2,253,2021-01-05 19:17:01.354977600,1012,2021-01-05 19:33:53.000000000
1373300494,SK20AYB,490007657S,25,1,72,2021-01-05 19:16:31.983960300,593,2021-01-05 19:26:24.000000000
-1446950401,SK20AYM,490007657S,25,1,72,2021-01-05 19:16:31.983960300,1604,2021-01-05 19:43:15.000000000
-33277404,SK20AYP,490007657S,25,1,72,2021-01-05 19:16:31.983960300,913,2021-01-05 19:31:44.000000000
1642898272,SK20AZD,490007657S,25,1,72,2021-01-05 19:16:31.983960300,1105,2021-01-05 19:34:56.000000000
1660329994,SK20BBO,490007657S,25,1,72,2021-01-05 19:16:31.983960300,228,2021-01-05 19:20:19.000000000
-1924983252,BF67GKN,490010567H,18,2,253,2021-01-05 19:16:32.181247900,226,2021-01-05 19:20:18.000000000
468173752,BF67GLJ,490010567H,18,2,253,2021-01-05 19:16:32.181247900,699,2021-01-05 19:28:11.000000000
-261146104,BF67GLZ,490010567H,18,2,253,2021-01-05 19:16:32.181247900,1762,2021-01-05 19:45:54.000000000
-1890578701,LJ16EWF,490010567H,18,2,253,2021-01-05 19:16:32.181247900,803,2021-01-05 19:29:55.000000000
1708867907,LJ16EWV,490010567H,18,2,253,2021-01-05 19:16:32.181247900,117,2021-01-05 19:18:29.000000000
-390490185,LJ16EWZ,490010567H,18,2,253,2021-01-05 19:16:32.181247900,1030,2021-01-05 19:33:42.000000000
580029336,LJ66TSO,490010567H,18,2,253,2021-01-05 19:16:32.181247900,1418,2021-01-05 19:40:10.000000000
695637994,SK20AXT,490012153F,25,2,252,2021-01-05 19:16:02.040036500,415,2021-01-05 19:22:57.000000000
-2079382707,SK20AYU,490012153F,25,2,252,2021-01-05 19:16:02.040036500,1675,2021-01-05 19:43:57.000000000
-1991168474,SK20AYX,490012153F,25,2,252,2021-01-05 19:16:02.040036500,1036,2021-01-05 19:33:18.000000000
1723054293,SK20BDV,490012153F,25,2,252,2021-01-05 19:16:02.040036500,707,2021-01-05 19:27:49.000000000
426713266,BF67GKE,490012847E,18,1,113,2021-01-05 19:17:00.920151500,985,2021-01-05 19:33:25.000000000
-1583179909,BF67GKP,490012847E,18,1,113,2021-01-05 19:17:00.920151500,166,2021-01-05 19:19:46.000000000
-237642535,BF67GKZ,490012847E,18,1,113,2021-01-05 19:17:00.920151500,336,2021-01-05 19:22:36.000000000
2126949452,LJ16EWH,490012847E,18,1,113,2021-01-05 19:17:00.920151500,1414,2021-01-05 19:40:34.000000000
235937029,SK20AYY,490000225S,25,1,111,2021-01-05 19:16:32.429131300,1180,2021-01-05 19:36:12.000000000
-590593012,SK20AZF,490000225S,25,1,111,2021-01-05 19:16:32.429131300,747,2021-01-05 19:28:59.000000000
-18945153,SK20AYN,490012904B,25,1,164,2021-01-05 19:16:32.042077100,543,2021-01-05 19:25:35.000000000
1101257995,SK20AZJ,490012904B,25,1,164,2021-01-05 19:16:32.042077100,1008,2021-01-05 19:33:20.000000000
-510704046,SK20BDF,490012904B,25,1,164,2021-01-05 19:16:32.042077100,1550,2021-01-05 19:42:22.000000000
-184051504,BF67GLJ,490000077H,18,2,241,2021-01-05 19:17:01.227275400,168,2021-01-05 19:19:49.000000000
512713056,BF67GLZ,490000077H,18,2,241,2021-01-05 19:17:01.227275400,1075,2021-01-05 19:34:56.000000000
-1417038607,BF67GMG,490000077H,18,2,241,2021-01-05 19:17:01.227275400,1458,2021-01-05 19:41:19.000000000
1638946203,LJ16EWF,490000077H,18,2,241,2021-01-05 19:17:01.227275400,93,2021-01-05 19:18:34.000000000
106548447,LJ16EWZ,490000077H,18,2,241,2021-01-05 19:17:01.227275400,374,2021-01-05 19:23:15.000000000
-864890640,LJ66TSO,490000077H,18,2,241,2021-01-05 19:17:01.227275400,715,2021-01-05 19:28:56.000000000
-959340252,SK20AZA,490014269W,25,2,244,2021-01-05 19:16:32.947291600,1645,2021-01-05 19:43:57.000000000
786449648,SK20BBF,490014269W,25,2,244,2021-01-05 19:16:32.947291600,1165,2021-01-05 19:35:57.000000000
-989605475,SK20AZA,490009570W,25,2,236,2021-01-05 19:16:02.510247300,798,2021-01-05 19:29:20.000000000
758264905,SK20BBF,490009570W,25,2,236,2021-01-05 19:16:02.510247300,282,2021-01-05 19:20:44.000000000
-234174,SK20BCY,490009570W,25,2,236,2021-01-05 19:16:02.510247300,1758,2021-01-05 19:45:20.000000000
-1714419283,BF67GKG,490007803X,18,2,324,2021-01-05 19:16:02.149406000,246,2021-01-05 19:20:08.000000000
1375006744,BF67GKN,490007803X,18,2,324,2021-01-05 19:16:02.149406000,1667,2021-01-05 19:43:49.000000000
1287539552,BF67GLV,490007803X,18,2,324,2021-01-05 19:16:02.149406000,917,2021-01-05 19:31:19.000000000
1287605088,BF67GMV,490007803X,18,2,324,2021-01-05 19:16:02.149406000,683,2021-01-05 19:27:25.000000000
-950131316,BF67GNJ,490007803X,18,2,324,2021-01-05 19:16:02.149406000,109,2021-01-05 19:17:51.000000000
1374941208,BF67GNN,490007803X,18,2,324,2021-01-05 19:16:02.149406000,1165,2021-01-05 19:35:27.000000000
-1184061577,LJ16EWV,490007803X,18,2,324,2021-01-05 19:16:02.149406000,1416,2021-01-05 19:39:38.000000000
-19207297,SK20AYN,490012904N,25,1,26,2021-01-05 19:17:01.045125800,547,2021-01-05 19:26:08.000000000
1101520139,SK20AZJ,490012904N,25,1,26,2021-01-05 19:17:01.045125800,780,2021-01-05 19:30:01.000000000
-779842820,SK20BCX,490012904N,25,1,26,2021-01-05 19:17:01.045125800,1327,2021-01-05 19:39:08.000000000
-510966190,SK20BDF,490012904N,25,1,26,2021-01-05 19:17:01.045125800,984,2021-01-05 19:33:25.000000000
-183289172,SK20AYB,490009219E,25,1,60,2021-01-05 19:17:01.509333300,57,2021-01-05 19:17:58.000000000
218666077,SK20AYM,490009219E,25,1,60,2021-01-05 19:17:01.509333300,1113,2021-01-05 19:35:34.000000000
1523443590,SK20AYP,490009219E,25,1,60,2021-01-05 19:17:01.509333300,401,2021-01-05 19:23:42.000000000
-987398462,SK20AZD,490009219E,25,1,60,2021-01-05 19:17:01.509333300,569,2021-01-05 19:26:30.000000000
817515862,BF67GKN,490004039S,18,2,302,2021-01-05 19:16:02.245817100,470,2021-01-05 19:23:52.000000000
-1507944254,BF67GLJ,490004039S,18,2,302,2021-01-05 19:16:02.245817100,883,2021-01-05 19:30:45.000000000
849958281,LJ16EWF,490004039S,18,2,302,2021-01-05 19:16:02.245817100,1020,2021-01-05 19:33:02.000000000
-668853703,LJ16EWV,490004039S,18,2,302,2021-01-05 19:16:02.245817100,299,2021-01-05 19:21:01.000000000
1430310093,LJ16EWZ,490004039S,18,2,302,2021-01-05 19:16:02.245817100,1243,2021-01-05 19:36:45.000000000
-1620324126,LJ66TSO,490004039S,18,2,302,2021-01-05 19:16:02.245817100,1630,2021-01-05 19:43:12.000000000
-1898170558,SK20AYB,490004986P,25,1,175,2021-01-05 19:17:01.367898700,400,2021-01-05 19:23:41.000000000
1992792499,SK20AYM,490004986P,25,1,175,2021-01-05 19:17:01.367898700,1411,2021-01-05 19:40:32.000000000
553839208,SK20AYP,490004986P,25,1,175,2021-01-05 19:17:01.367898700,698,2021-01-05 19:28:39.000000000
-1091931348,SK20AZD,490004986P,25,1,175,2021-01-05 19:17:01.367898700,915,2021-01-05 19:32:16.000000000
-1108316090,SK20BBO,490004986P,25,1,175,2021-01-05 19:17:01.367898700,5,2021-01-05 19:17:06.000000000
499599513,BF67GKP,490008711X,18,1,123,2021-01-05 19:17:01.165262000,1029,2021-01-05 19:34:10.000000000
1303380795,BF67GKZ,490008711X,18,1,123,2021-01-05 19:17:01.165262000,1140,2021-01-05 19:36:01.000000000
1266614656,BF67GNU,490008711X,18,1,123,2021-01-05 19:17:01.165262000,114,2021-01-05 19:18:55.000000000
1882000645,LJ15JZD,490008711X,18,1,123,2021-01-05 19:17:01.165262000,19,2021-01-05 19:17:20.000000000
-400914978,LJ16EWX,490008711X,18,1,123,2021-01-05 19:17:01.165262000,429,2021-01-05 19:24:10.000000000
933258333,BF67GKN,490014962W,18,2,306,2021-01-05 19:17:01.195213800,1264,2021-01-05 19:38:05.000000000
720035621,BF67GLV,490014962W,18,2,306,2021-01-05 19:17:01.195213800,514,2021-01-05 19:25:35.000000000
720101157,BF67GMV,490014962W,18,2,306,2021-01-05 19:17:01.195213800,226,2021-01-05 19:20:47.000000000
933717085,BF67GNN,490014962W,18,2,306,2021-01-05 19:17:01.195213800,707,2021-01-05 19:28:48.000000000
900955266,LJ16EWF,490014962W,18,2,306,2021-01-05 19:17:01.195213800,1789,2021-01-05 19:46:50.000000000
-549965006,LJ16EWV,490014962W,18,2,306,2021-01-05 19:17:01.195213800,1073,2021-01-05 19:34:54.000000000
1493678979,SK20AYY,490010199E,25,1,175,2021-01-05 19:17:01.649958500,1270,2021-01-05 19:38:11.000000000
-1948523894,SK20AZF,490010199E,25,1,175,2021-01-05 19:17:01.649958500,846,2021-01-05 19:31:07.000000000
65740885,BF67GKE,490008865E,18,1,112,2021-01-05 19:16:02.735838000,1156,2021-01-05 19:35:18.000000000
-1155098724,BF67GKP,490008865E,18,1,112,2021-01-05 19:16:02.735838000,344,2021-01-05 19:21:46.000000000
-346956738,BF67GKZ,490008865E,18,1,112,2021-01-05 19:16:02.735838000,520,2021-01-05 19:24:42.000000000
1682091179,LJ16EWH,490008865E,18,1,112,2021-01-05 19:16:02.735838000,1591,2021-01-05 19:42:33.000000000
-1809320946,SK20AYJ,490002019A,25,1,75,2021-01-05 19:16:02.734194800,1690,2021-01-05 19:44:12.000000000
-1809517554,SK20AZJ,490002019A,25,1,75,2021-01-05 19:16:02.734194800,202,2021-01-05 19:19:24.000000000
67609593,SK20BCX,490002019A,25,1,75,2021-01-05 19:16:02.734194800,751,2021-01-05 19:28:33.000000000
872968023,SK20BDF,490002019A,25,1,75,2021-01-05 19:16:02.734194800,539,2021-01-05 19:25:01.000000000
-917653950,BF67GKE,490000256F,18,1,57,2021-01-05 19:16:32.667024100,408,2021-01-05 19:23:20.000000000
-2028801706,BF67GMY,490000256F,18,1,57,2021-01-05 19:16:32.667024100,1668,2021-01-05 19:44:20.000000000
-1360774468,LJ16EWH,490000256F,18,1,57,2021-01-05 19:16:32.667024100,828,2021-01-05 19:30:20.000000000
-786922043,LJ16EWU,490000256F,18,1,57,2021-01-05 19:16:32.667024100,1248,2021-01-05 19:37:20.000000000
940477497,SK20BCX,490015508E2,25,1,70,2021-01-05 19:17:01.201372600,184,2021-01-05 19:20:05.000000000
833119000,SK20AYJ,490011315E,25,1,64,2021-01-05 19:16:32.788487500,1094,2021-01-05 19:34:46.000000000
-1584909073,SK20BCX,490011315E,25,1,64,2021-01-05 19:16:32.788487500,408,2021-01-05 19:23:20.000000000
-1853360063,SK20BDF,490011315E,25,1,64,2021-01-05 19:16:32.788487500,208,2021-01-05 19:20:00.000000000
-286946685,SK20AZA,490006059W,25,2,245,2021-01-05 19:16:32.718347300,609,2021-01-05 19:26:41.000000000
114585431,SK20BBF,490006059W,25,2,245,2021-01-05 19:16:32.718347300,89,2021-01-05 19:18:01.000000000
-736479652,SK20BCY,490006059W,25,2,245,2021-01-05 19:16:32.718347300,1569,2021-01-05 19:42:41.000000000
-1747294936,SK20AZA,490003468W,25,2,245,2021-01-05 19:17:01.335953600,1538,2021-01-05 19:42:39.000000000
2146140412,SK20BBF,490003468W,25,2,245,2021-01-05 19:17:01.335953600,1038,2021-01-05 19:34:19.000000000
-1860546391,SK20AYM,490007497E,25,1,78,2021-01-05 19:16:32.731059100,599,2021-01-05 19:26:31.000000000
-56414780,SK20AYN,490007497E,25,1,78,2021-01-05 19:16:32.731059100,1427,2021-01-05 19:40:19.000000000
1496824374,SK20AZD,490007497E,25,1,78,2021-01-05 19:16:32.731059100,128,2021-01-05 19:18:40.000000000
2102941611,SK20AYU,490012648K,25,2,250,2021-01-05 19:16:02.464465500,1243,2021-01-05 19:36:45.000000000
1879464640,SK20AYX,490012648K,25,2,250,2021-01-05 19:16:02.464465500,479,2021-01-05 19:24:01.000000000
-1612395469,SK20BDV,490012648K,25,2,250,2021-01-05 19:16:02.464465500,141,2021-01-05 19:18:23.000000000
932260514,BF67GKP,490013054E,18,1,132,2021-01-05 19:17:01.617885200,1429,2021-01-05 19:40:50.000000000
1743151360,BF67GKZ,490013054E,18,1,132,2021-01-05 19:17:01.617885200,1540,2021-01-05 19:42:41.000000000
1630102459,BF67GNU,490013054E,18,1,132,2021-01-05 19:17:01.617885200,577,2021-01-05 19:26:38.000000000
1518038846,LJ15JZD,490013054E,18,1,132,2021-01-05 19:17:01.617885200,432,2021-01-05 19:24:13.000000000
-1035147291,LJ16EWX,490013054E,18,1,132,2021-01-05 19:17:01.617885200,817,2021-01-05 19:30:38.000000000
