line,destination,stop,bus,datetime,estimateArrive
82,PITIS,1684,4705,2021-03-17 13:53:27.739877,115
132,HOSPITAL LA PAZ,1684,4831,2021-03-17 13:53:27.739877,230
132,MONCLOA,1371,4832,2021-03-17 13:53:27.932776,604
132,MONCLOA,1371,4719,2021-03-17 13:53:27.932776,153
132,HOSPITAL LA PAZ,743,8312,2021-03-17 13:53:27.933514,466
44,MARQUES DE VIANA,743,5656,2021-03-17 13:53:27.933514,38
132,HOSPITAL LA PAZ,743,4831,2021-03-17 13:53:27.933514,49
82,PITIS,743,4656,2021-03-17 13:53:27.933514,299
1,CRISTO REY,743,115,2021-03-17 13:53:27.933514,1305
1,CRISTO REY,743,120,2021-03-17 13:53:27.933514,1094
44,MARQUES DE VIANA,743,5652,2021-03-17 13:53:27.933514,531
82,PITIS,743,4723,2021-03-17 13:53:27.933514,718
132,MONCLOA,1380,4719,2021-03-17 13:53:27.963234,102
132,MONCLOA,1380,4832,2021-03-17 13:53:27.963234,553
132,HOSPITAL LA PAZ,3288,4737,2021-03-17 13:53:28.005512,271
132,HOSPITAL LA PAZ,3288,4827,2021-03-17 13:53:28.005512,22
1,CRISTO REY,732,119,2021-03-17 13:53:28.005600,964
1,CRISTO REY,732,121,2021-03-17 13:53:28.005600,245
132,MONCLOA,1646,4824,2021-03-17 13:53:28.006919,408
132,MONCLOA,1646,4825,2021-03-17 13:53:28.006919,821
132,HOSPITAL LA PAZ,1649,8314,2021-03-17 13:53:28.011130,804
132,HOSPITAL LA PAZ,1649,4829,2021-03-17 13:53:28.011130,33
133,CALLAO,1615,4689,2021-03-17 13:53:28.012823,548
133,CALLAO,1615,4687,2021-03-17 13:53:28.012823,239
132,MONCLOA,1509,4719,2021-03-17 13:53:28.012991,580
132,MONCLOA,1509,4825,2021-03-17 13:53:28.012991,157
82,PITIS,3756,4722,2021-03-17 13:53:28.013803,527
82,PITIS,3756,4721,2021-03-17 13:53:28.013803,380
132,MONCLOA,3274,4826,2021-03-17 13:53:28.014158,189
132,MONCLOA,3274,8329,2021-03-17 13:53:28.014158,305
82,PITIS,1686,4705,2021-03-17 13:53:28.015964,144
132,HOSPITAL LA PAZ,1686,4831,2021-03-17 13:53:28.015964,292
132,HOSPITAL LA PAZ,1686,8312,2021-03-17 13:53:28.015964,785
82,PITIS,1686,4656,2021-03-17 13:53:28.015964,479
132,HOSPITAL LA PAZ,3285,4830,2021-03-17 13:53:28.016406,669
132,HOSPITAL LA PAZ,3285,8314,2021-03-17 13:53:28.016406,235
132,HOSPITAL LA PAZ,1514,4829,2021-03-17 13:53:28.017089,375
132,HOSPITAL LA PAZ,1514,8313,2021-03-17 13:53:28.017089,243
132,HOSPITAL LA PAZ,1510,8313,2021-03-17 13:53:28.017168,342
132,HOSPITAL LA PAZ,1510,4829,2021-03-17 13:53:28.017168,473
132,MONCLOA,1656,4825,2021-03-17 13:53:28.017880,517
132,MONCLOA,1656,4824,2021-03-17 13:53:28.017880,88
132,HOSPITAL LA PAZ,1516,4829,2021-03-17 13:53:28.017963,325
132,HOSPITAL LA PAZ,1516,8313,2021-03-17 13:53:28.017963,203
133,MIRASIERRA,5382,4693,2021-03-17 13:53:28.017969,398
133,MIRASIERRA,5382,4701,2021-03-17 13:53:28.017969,345
132,MONCLOA,1511,4825,2021-03-17 13:53:28.024351,202
132,MONCLOA,1511,4719,2021-03-17 13:53:28.024351,625
132,MONCLOA,3287,4825,2021-03-17 13:53:28.024502,60
132,MONCLOA,3287,4719,2021-03-17 13:53:28.024502,493
132,MONCLOA,1652,4824,2021-03-17 13:53:28.024627,279
132,MONCLOA,1652,4825,2021-03-17 13:53:28.024627,677
132,HOSPITAL LA PAZ,1653,4829,2021-03-17 13:53:28.024655,127
132,HOSPITAL LA PAZ,1657,8313,2021-03-17 13:53:28.026287,136
132,HOSPITAL LA PAZ,1657,4829,2021-03-17 13:53:28.026287,257
133,CALLAO,1617,4687,2021-03-17 13:53:28.027487,291
133,CALLAO,1617,4689,2021-03-17 13:53:28.027487,595
44,MARQUES DE VIANA,4021,5652,2021-03-17 13:53:28.027641,390
1,CRISTO REY,4021,115,2021-03-17 13:53:28.027641,1051
1,CRISTO REY,4021,120,2021-03-17 13:53:28.027641,777
82,PITIS,4021,4723,2021-03-17 13:53:28.027641,619
82,PITIS,4021,4656,2021-03-17 13:53:28.027641,200
132,HOSPITAL LA PAZ,4021,8312,2021-03-17 13:53:28.027641,443
44,MARQUES DE VIANA,4021,8297,2021-03-17 13:53:28.027641,691
1,CRISTO REY,451,117,2021-03-17 13:53:28.028306,7
1,CRISTO REY,451,121,2021-03-17 13:53:28.028306,648
44,CALLAO,2401,5660,2021-03-17 13:53:28.036781,504
44,CALLAO,2401,5655,2021-03-17 13:53:28.036781,105
132,HOSPITAL LA PAZ,1577,4830,2021-03-17 13:53:28.036972,961
132,HOSPITAL LA PAZ,1577,8314,2021-03-17 13:53:28.036972,494
82,MONCLOA,1738,4713,2021-03-17 13:53:28.038472,373
82,MONCLOA,1738,4718,2021-03-17 13:53:28.038472,2
44,MARQUES DE VIANA,2394,5652,2021-03-17 13:53:28.052399,806
44,MARQUES DE VIANA,2394,5656,2021-03-17 13:53:28.052399,331
133,CALLAO,1346,4724,2021-03-17 13:53:28.052522,92
133,CALLAO,1346,4695,2021-03-17 13:53:28.052522,512
44,CALLAO,1667,5655,2021-03-17 13:53:28.134197,452
44,CALLAO,1667,5660,2021-03-17 13:53:28.134197,857
82,MONCLOA,1694,4711,2021-03-17 13:53:28.307615,89
82,MONCLOA,1694,4717,2021-03-17 13:53:28.307615,88
133,MIRASIERRA,1637,4701,2021-03-17 13:53:28.311573,383
133,MIRASIERRA,1637,4693,2021-03-17 13:53:28.311573,435
132,MONCLOA,3282,4826,2021-03-17 13:53:28.312625,28
132,MONCLOA,3282,8329,2021-03-17 13:53:28.312625,163
44,CALLAO,1669,5655,2021-03-17 13:53:28.314325,405
44,CALLAO,1669,5660,2021-03-17 13:53:28.314325,845
82,PITIS,1705,4722,2021-03-17 13:53:28.314705,122
132,HOSPITAL LA PAZ,4175,4831,2021-03-17 13:53:28.316411,117
132,HOSPITAL LA PAZ,4175,8312,2021-03-17 13:53:28.316411,610
82,PITIS,4175,4656,2021-03-17 13:53:28.316411,348
44,MARQUES DE VIANA,738,5652,2021-03-17 13:53:28.316681,231
133,MIRASIERRA,738,4835,2021-03-17 13:53:28.316681,20
1,CRISTO REY,738,115,2021-03-17 13:53:28.316681,843
44,MARQUES DE VIANA,738,8297,2021-03-17 13:53:28.316681,512
133,MIRASIERRA,738,4702,2021-03-17 13:53:28.316681,359
1,CRISTO REY,738,120,2021-03-17 13:53:28.316681,618
132,MONCLOA,3289,4832,2021-03-17 13:53:28.319727,426
132,HOSPITAL LA PAZ,1691,4831,2021-03-17 13:53:28.321024,399
82,PITIS,1691,4656,2021-03-17 13:53:28.321024,667
132,HOSPITAL LA PAZ,1691,4830,2021-03-17 13:53:28.321024,21
82,PITIS,1691,4705,2021-03-17 13:53:28.321024,347
133,CALLAO,3295,4689,2021-03-17 13:53:28.322106,236
133,CALLAO,3295,4698,2021-03-17 13:53:28.322106,595
82,MONCLOA,1704,4655,2021-03-17 13:53:28.324487,547
82,MONCLOA,1704,4718,2021-03-17 13:53:28.324487,882
44,CALLAO,1679,5660,2021-03-17 13:53:28.324647,382
44,CALLAO,1679,5661,2021-03-17 13:53:28.324647,821
82,MONCLOA,1696,4717,2021-03-17 13:53:28.328615,55
82,MONCLOA,1696,4711,2021-03-17 13:53:28.328615,54
82,PITIS,1697,4656,2021-03-17 13:53:28.332249,794
82,PITIS,1697,4705,2021-03-17 13:53:28.332249,480
133,MIRASIERRA,1351,4683,2021-03-17 13:53:28.332373,460
133,MIRASIERRA,1351,4685,2021-03-17 13:53:28.332373,665
133,MIRASIERRA,1745,4701,2021-03-17 13:53:28.335957,677
133,MIRASIERRA,3293,4693,2021-03-17 13:53:28.336314,487
133,MIRASIERRA,3293,4701,2021-03-17 13:53:28.336314,447
82,MONCLOA,1712,4655,2021-03-17 13:53:28.373256,245
82,MONCLOA,1712,4718,2021-03-17 13:53:28.373256,604
82,MONCLOA,1331,4711,2021-03-17 13:53:28.375187,433
132,MONCLOA,1331,4826,2021-03-17 13:53:28.375187,601
82,MONCLOA,1331,4717,2021-03-17 13:53:28.375187,407
133,CALLAO,1331,5475,2021-03-17 13:53:28.375187,380
133,CALLAO,1331,4724,2021-03-17 13:53:28.375187,469
132,MONCLOA,1331,8329,2021-03-17 13:53:28.375187,753
1,CRISTO REY,718,119,2021-03-17 13:53:28.638704,255
1,CRISTO REY,718,118,2021-03-17 13:53:28.638704,985
132,HOSPITAL LA PAZ,1786,4829,2021-03-17 13:53:28.649531,549
132,HOSPITAL LA PAZ,1786,8313,2021-03-17 13:53:28.649531,420
133,CALLAO,1353,4695,2021-03-17 13:53:28.649780,302
133,CALLAO,1353,4687,2021-03-17 13:53:28.649780,785
132,HOSPITAL LA PAZ,5140,8314,2021-03-17 13:53:28.649893,21
132,HOSPITAL LA PAZ,5140,4830,2021-03-17 13:53:28.649893,477
1,PROSPERIDAD,727,116,2021-03-17 13:53:28.650149,18
1,PROSPERIDAD,727,8294,2021-03-17 13:53:28.650149,733
132,MONCLOA,3286,8329,2021-03-17 13:53:28.653179,66
132,MONCLOA,3286,4824,2021-03-17 13:53:28.653179,685
82,MONCLOA,4292,4713,2021-03-17 13:53:28.657421,31
82,MONCLOA,4292,4710,2021-03-17 13:53:28.657421,450
1,CRISTO REY,1750,120,2021-03-17 13:53:28.657582,231
1,CRISTO REY,1750,115,2021-03-17 13:53:28.657582,485
133,MIRASIERRA,1750,4702,2021-03-17 13:53:28.657582,143
44,MARQUES DE VIANA,1750,5657,2021-03-17 13:53:28.657582,798
44,MARQUES DE VIANA,1750,8297,2021-03-17 13:53:28.657582,168
133,MIRASIERRA,1750,4704,2021-03-17 13:53:28.657582,520
1,CRISTO REY,725,119,2021-03-17 13:53:28.658980,590
1,CRISTO REY,725,118,2021-03-17 13:53:28.658980,1327
132,HOSPITAL LA PAZ,3278,4830,2021-03-17 13:53:28.659740,425
82,PITIS,1709,4721,2021-03-17 13:53:28.659929,149
82,PITIS,1709,4722,2021-03-17 13:53:28.659929,275
133,MIRASIERRA,1330,4835,2021-03-17 13:53:28.660061,222
133,MIRASIERRA,1330,4685,2021-03-17 13:53:28.660061,41
44,CALLAO,2391,5655,2021-03-17 13:53:28.660851,891
44,CALLAO,2391,5659,2021-03-17 13:53:28.660851,315
132,HOSPITAL LA PAZ,1372,8313,2021-03-17 13:53:28.662801,895
132,HOSPITAL LA PAZ,1372,4737,2021-03-17 13:53:28.662801,107
82,PITIS,1730,4721,2021-03-17 13:53:28.663135,803
82,PITIS,1730,4706,2021-03-17 13:53:28.663135,83
133,CALLAO,1350,4695,2021-03-17 13:53:28.663993,363
133,CALLAO,1350,4687,2021-03-17 13:53:28.663993,856
133,CALLAO,3572,4689,2021-03-17 13:53:28.664114,145
133,CALLAO,3572,4698,2021-03-17 13:53:28.664114,504
1,PROSPERIDAD,426,4720,2021-03-17 13:53:28.664203,785
133,MIRASIERRA,1614,4693,2021-03-17 13:53:28.664203,296
1,PROSPERIDAD,426,8294,2021-03-17 13:53:28.664203,328
133,MIRASIERRA,1614,4701,2021-03-17 13:53:28.664203,223
82,MONCLOA,1692,4717,2021-03-17 13:53:28.665892,154
133,CALLAO,1344,4724,2021-03-17 13:53:28.665892,119
132,MONCLOA,1692,4826,2021-03-17 13:53:28.665892,281
82,MONCLOA,1692,4711,2021-03-17 13:53:28.665892,160
132,MONCLOA,1692,8329,2021-03-17 13:53:28.665892,456
1,PROSPERIDAD,737,122,2021-03-17 13:53:28.666257,187
1,PROSPERIDAD,737,124,2021-03-17 13:53:28.666257,158
44,CALLAO,737,8299,2021-03-17 13:53:28.666257,244
133,CALLAO,737,4724,2021-03-17 13:53:28.666257,672
133,CALLAO,737,5475,2021-03-17 13:53:28.666257,633
44,CALLAO,737,5659,2021-03-17 13:53:28.666257,791
1,PROSPERIDAD,724,122,2021-03-17 13:53:28.666627,1059
82,PITIS,4285,4656,2021-03-17 13:53:28.666849,745
82,PITIS,4285,4705,2021-03-17 13:53:28.666849,425
44,MARQUES DE VIANA,734,8297,2021-03-17 13:53:28.667142,323
1,CRISTO REY,734,120,2021-03-17 13:53:28.667142,415
44,MARQUES DE VIANA,734,5652,2021-03-17 13:53:28.667142,42
133,MIRASIERRA,734,4702,2021-03-17 13:53:28.667142,220
133,MIRASIERRA,734,4704,2021-03-17 13:53:28.667142,628
1,CRISTO REY,734,115,2021-03-17 13:53:28.667142,653
132,MONCLOA,1513,4825,2021-03-17 13:53:28.667404,290
132,MONCLOA,1513,4719,2021-03-17 13:53:28.667404,709
132,HOSPITAL LA PAZ,1605,4827,2021-03-17 13:53:28.667417,123
132,HOSPITAL LA PAZ,1605,4737,2021-03-17 13:53:28.667417,378
44,CALLAO,193,8299,2021-03-17 13:53:28.667669,451
1,PROSPERIDAD,193,124,2021-03-17 13:53:28.667669,349
133,CALLAO,193,5475,2021-03-17 13:53:28.667669,842
1,PROSPERIDAD,193,122,2021-03-17 13:53:28.667669,366
44,CALLAO,193,5653,2021-03-17 13:53:28.667669,71
133,CALLAO,193,4692,2021-03-17 13:53:28.667669,27
132,HOSPITAL LA PAZ,1643,4830,2021-03-17 13:53:28.667717,1097
132,HOSPITAL LA PAZ,1643,8314,2021-03-17 13:53:28.667717,628
82,PITIS,1687,4656,2021-03-17 13:53:28.690068,525
82,PITIS,1687,4705,2021-03-17 13:53:28.690068,193
132,HOSPITAL LA PAZ,1687,4831,2021-03-17 13:53:28.690068,305
132,HOSPITAL LA PAZ,1687,8312,2021-03-17 13:53:28.690068,778
133,MIRASIERRA,1338,4835,2021-03-17 13:53:28.701251,392
133,MIRASIERRA,1338,4685,2021-03-17 13:53:28.701251,221
133,CALLAO,1360,4689,2021-03-17 13:53:28.704038,654
133,CALLAO,1360,4687,2021-03-17 13:53:28.704038,350
82,MONCLOA,1731,4718,2021-03-17 13:53:28.717321,54
82,MONCLOA,1731,4713,2021-03-17 13:53:28.717321,415
1,PROSPERIDAD,70,4720,2021-03-17 13:53:28.815864,227
1,PROSPERIDAD,70,122,2021-03-17 13:53:28.815864,1312
82,PITIS,1718,4722,2021-03-17 13:53:28.926621,614
82,PITIS,1718,4721,2021-03-17 13:53:28.926621,480
132,HOSPITAL LA PAZ,3688,8312,2021-03-17 13:53:28.926930,311
133,MIRASIERRA,3688,4835,2021-03-17 13:53:28.926930,112
82,PITIS,3688,4723,2021-03-17 13:53:28.926930,494
132,HOSPITAL LA PAZ,3688,8310,2021-03-17 13:53:28.926930,686
133,MIRASIERRA,3688,4702,2021-03-17 13:53:28.926930,462
82,PITIS,3688,4656,2021-03-17 13:53:28.926930,74
44,MARQUES DE VIANA,2402,5660,2021-03-17 13:53:28.927789,72
44,MARQUES DE VIANA,2402,5661,2021-03-17 13:53:28.927789,254
133,MIRASIERRA,1341,4685,2021-03-17 13:53:28.932907,364
133,MIRASIERRA,1341,4683,2021-03-17 13:53:28.932907,77
82,MONCLOA,1725,4713,2021-03-17 13:53:28.933113,533
82,MONCLOA,1725,4718,2021-03-17 13:53:28.933113,147
1,CRISTO REY,168,115,2021-03-17 13:53:28.935575,194
44,MARQUES DE VIANA,168,5653,2021-03-17 13:53:28.935575,1054
133,MIRASIERRA,168,4704,2021-03-17 13:53:28.935575,256
133,MIRASIERRA,168,4699,2021-03-17 13:53:28.935575,616
44,MARQUES DE VIANA,168,5657,2021-03-17 13:53:28.935575,573
1,CRISTO REY,168,117,2021-03-17 13:53:28.935575,959
133,CALLAO,3229,4689,2021-03-17 13:53:28.935585,387
133,CALLAO,3229,4687,2021-03-17 13:53:28.935585,83
133,MIRASIERRA,5456,4683,2021-03-17 13:53:28.935957,669
133,MIRASIERRA,5456,4684,2021-03-17 13:53:28.935957,102
133,MIRASIERRA,1340,4685,2021-03-17 13:53:28.936200,270
132,MONCLOA,1379,4832,2021-03-17 13:53:28.936264,486
132,MONCLOA,1379,4719,2021-03-17 13:53:28.936264,35
132,MONCLOA,1658,4824,2021-03-17 13:53:28.937943,7
132,MONCLOA,1658,4825,2021-03-17 13:53:28.937943,436
1,CRISTO REY,730,121,2021-03-17 13:53:28.938021,126
1,CRISTO REY,730,119,2021-03-17 13:53:28.938021,845
82,MONCLOA,1721,4713,2021-03-17 13:53:28.938473,634
82,MONCLOA,1721,4718,2021-03-17 13:53:28.938473,260
133,MIRASIERRA,1354,4683,2021-03-17 13:53:28.938722,526
1,PROSPERIDAD,2304,116,2021-03-17 13:53:28.939519,256
1,PROSPERIDAD,2304,8294,2021-03-17 13:53:28.939519,1006
132,MONCLOA,3292,4826,2021-03-17 13:53:29.081448,112
132,MONCLOA,3292,8329,2021-03-17 13:53:29.081448,240
132,MONCLOA,1688,4826,2021-03-17 13:53:29.090361,407
82,MONCLOA,1688,4711,2021-03-17 13:53:29.090361,254
82,MONCLOA,1688,4717,2021-03-17 13:53:29.090361,252
132,MONCLOA,1688,8329,2021-03-17 13:53:29.090361,527
1,CRISTO REY,4816,120,2021-03-17 13:53:29.090537,673
44,MARQUES DE VIANA,4816,8297,2021-03-17 13:53:29.090537,588
44,MARQUES DE VIANA,4816,5652,2021-03-17 13:53:29.090537,306
1,CRISTO REY,4816,115,2021-03-17 13:53:29.090537,898
44,MARQUES DE VIANA,1678,5661,2021-03-17 13:53:29.097645,213
44,MARQUES DE VIANA,1678,5660,2021-03-17 13:53:29.097645,31
133,MIRASIERRA,1618,4693,2021-03-17 13:53:29.100502,214
133,MIRASIERRA,1618,4701,2021-03-17 13:53:29.100502,136
82,PITIS,3391,4722,2021-03-17 13:53:29.100830,231
82,PITIS,3391,4721,2021-03-17 13:53:29.100830,65
1,CRISTO REY,5135,121,2021-03-17 13:53:29.101053,1124
1,CRISTO REY,5135,117,2021-03-17 13:53:29.101053,463
132,HOSPITAL LA PAZ,1373,4737,2021-03-17 13:53:29.101198,153
132,HOSPITAL LA PAZ,1373,8313,2021-03-17 13:53:29.101198,942
44,CALLAO,2399,5655,2021-03-17 13:53:29.101983,157
44,CALLAO,2399,5660,2021-03-17 13:53:29.101983,590
133,CALLAO,4741,4687,2021-03-17 13:53:29.102094,200
133,CALLAO,4741,4689,2021-03-17 13:53:29.102094,495
132,HOSPITAL LA PAZ,1364,4829,2021-03-17 13:53:29.102147,622
132,HOSPITAL LA PAZ,1364,8313,2021-03-17 13:53:29.102147,496
44,CALLAO,2395,5655,2021-03-17 13:53:29.103736,666
44,CALLAO,2395,5659,2021-03-17 13:53:29.103736,98
133,CALLAO,1333,5475,2021-03-17 13:53:29.103771,255
133,CALLAO,1333,4724,2021-03-17 13:53:29.103771,342
82,MONCLOA,1634,4718,2021-03-17 13:53:29.103805,115
82,MONCLOA,1634,4713,2021-03-17 13:53:29.103805,478
132,MONCLOA,4643,4824,2021-03-17 13:53:29.103905,217
132,MONCLOA,4643,4825,2021-03-17 13:53:29.103905,635
1,PROSPERIDAD,715,8294,2021-03-17 13:53:29.104313,1415
1,PROSPERIDAD,715,116,2021-03-17 13:53:29.104313,673
133,MIRASIERRA,1359,4701,2021-03-17 13:54:16.384309,54
133,MIRASIERRA,1359,4693,2021-03-17 13:54:16.384309,163
44,MARQUES DE VIANA,1668,5652,2021-03-17 13:54:16.384399,936
44,MARQUES DE VIANA,1668,5656,2021-03-17 13:54:16.384399,471
133,CALLAO,1357,4687,2021-03-17 13:54:16.384518,449
133,CALLAO,1357,4695,2021-03-17 13:54:16.384518,43
1,PROSPERIDAD,717,8294,2021-03-17 13:54:16.384719,1255
1,PROSPERIDAD,717,116,2021-03-17 13:54:16.384719,554
44,CALLAO,2393,5655,2021-03-17 13:54:16.403541,763
44,CALLAO,2393,5659,2021-03-17 13:54:16.403541,188
82,PITIS,1329,4723,2021-03-17 13:54:16.403661,403
132,HOSPITAL LA PAZ,1329,8312,2021-03-17 13:54:16.403661,269
132,HOSPITAL LA PAZ,1329,8310,2021-03-17 13:54:16.403661,583
132,HOSPITAL LA PAZ,1651,8314,2021-03-17 13:54:16.403779,826
132,HOSPITAL LA PAZ,1651,4829,2021-03-17 13:54:16.403779,28
133,CALLAO,23,5475,2021-03-17 13:54:16.403789,143
133,CALLAO,23,4724,2021-03-17 13:54:16.403789,271
132,MONCLOA,3284,4824,2021-03-17 13:54:16.403990,660
132,MONCLOA,3284,8329,2021-03-17 13:54:16.403990,86
82,PITIS,1726,4721,2021-03-17 13:54:16.404184,718
82,PITIS,1726,4722,2021-03-17 13:54:16.404184,831
1,PROSPERIDAD,425,8294,2021-03-17 13:54:16.404185,115
1,PROSPERIDAD,425,4720,2021-03-17 13:54:16.404185,671
82,MONCLOA,1729,4713,2021-03-17 13:54:16.409883,400
82,MONCLOA,1729,4718,2021-03-17 13:54:16.409883,39
82,PITIS,4282,4733,2021-03-17 13:54:16.410116,34
1,PROSPERIDAD,423,4720,2021-03-17 13:54:16.410364,506
44,CALLAO,3682,5661,2021-03-17 13:54:16.410771,563
44,CALLAO,3682,5660,2021-03-17 13:54:16.410771,132
133,MIRASIERRA,3294,4701,2021-03-17 13:54:16.412182,531
133,MIRASIERRA,3294,4693,2021-03-17 13:54:16.412182,569
1,CRISTO REY,722,119,2021-03-17 13:54:16.425263,317
1,CRISTO REY,722,118,2021-03-17 13:54:16.425263,1047
44,MARQUES DE VIANA,2400,5656,2021-03-17 13:54:16.427612,744
44,MARQUES DE VIANA,2400,5652,2021-03-17 13:54:16.427612,1169
132,MONCLOA,1602,4827,2021-03-17 13:54:16.428085,583
82,MONCLOA,1706,4718,2021-03-17 13:54:16.430795,758
82,MONCLOA,1706,4655,2021-03-17 13:54:16.430795,412
1,CRISTO REY,9,121,2021-03-17 13:54:16.433400,1361
1,CRISTO REY,9,117,2021-03-17 13:54:16.433400,684
133,MIRASIERRA,1349,4685,2021-03-17 13:54:16.439687,544
133,MIRASIERRA,1349,4683,2021-03-17 13:54:16.439687,296
82,MONCLOA,1710,4718,2021-03-17 13:54:16.440337,655
82,MONCLOA,1710,4655,2021-03-17 13:54:16.440337,267
82,MONCLOA,1698,4655,2021-03-17 13:54:16.440891,681
1,PROSPERIDAD,723,124,2021-03-17 13:54:16.441245,1002
1,PROSPERIDAD,723,122,2021-03-17 13:54:16.441245,1050
132,HOSPITAL LA PAZ,1645,4830,2021-03-17 13:54:16.441306,1118
132,HOSPITAL LA PAZ,1645,8314,2021-03-17 13:54:16.441306,645
82,PITIS,1693,4656,2021-03-17 13:54:16.444223,683
82,PITIS,1693,4705,2021-03-17 13:54:16.444223,381
44,MARQUES DE VIANA,2396,5656,2021-03-17 13:54:16.445198,618
44,MARQUES DE VIANA,2396,5652,2021-03-17 13:54:16.445198,1092
44,CALLAO,3895,5660,2021-03-17 13:54:16.446614,91
44,CALLAO,3895,5661,2021-03-17 13:54:16.446614,522
132,MONCLOA,1367,4719,2021-03-17 13:54:16.446760,290
132,MONCLOA,1367,4832,2021-03-17 13:54:16.446760,737
1,CRISTO REY,5137,121,2021-03-17 13:54:16.446786,1117
1,CRISTO REY,5137,117,2021-03-17 13:54:16.446786,496
133,CALLAO,740,4724,2021-03-17 13:54:16.446962,514
133,CALLAO,740,5475,2021-03-17 13:54:16.446962,471
44,CALLAO,735,8299,2021-03-17 13:54:16.446966,292
133,CALLAO,735,5475,2021-03-17 13:54:16.446966,650
1,PROSPERIDAD,735,122,2021-03-17 13:54:16.446966,254
44,CALLAO,735,5659,2021-03-17 13:54:16.446966,783
1,PROSPERIDAD,735,124,2021-03-17 13:54:16.446966,162
133,CALLAO,735,4724,2021-03-17 13:54:16.446966,682
133,MIRASIERRA,1616,4701,2021-03-17 13:54:16.447319,162
133,MIRASIERRA,1616,4693,2021-03-17 13:54:16.447319,267
1,PROSPERIDAD,162,4720,2021-03-17 13:54:16.447684,351
1,PROSPERIDAD,162,122,2021-03-17 13:54:16.447684,1580
44,MARQUES DE VIANA,1670,5652,2021-03-17 13:54:16.448596,986
44,MARQUES DE VIANA,1670,5656,2021-03-17 13:54:16.448596,565
1,PROSPERIDAD,731,8294,2021-03-17 13:54:16.449419,356
1,PROSPERIDAD,731,4720,2021-03-17 13:54:16.449419,911
1,CRISTO REY,69,121,2021-03-17 13:54:16.449476,915
1,CRISTO REY,69,117,2021-03-17 13:54:16.449476,299
1,PROSPERIDAD,169,124,2021-03-17 13:54:16.449487,840
1,PROSPERIDAD,169,122,2021-03-17 13:54:16.449487,892
82,PITIS,1635,4706,2021-03-17 13:54:16.449586,2
82,PITIS,1635,4721,2021-03-17 13:54:16.449586,732
133,MIRASIERRA,1334,4685,2021-03-17 13:54:16.449614,111
133,MIRASIERRA,1334,4835,2021-03-17 13:54:16.449614,287
133,CALLAO,1335,4724,2021-03-17 13:54:16.450203,297
133,CALLAO,1335,5475,2021-03-17 13:54:16.450203,194
82,MONCLOA,1723,4713,2021-03-17 13:54:16.452391,535
82,MONCLOA,1723,4718,2021-03-17 13:54:16.452391,165
133,CALLAO,1348,4695,2021-03-17 13:54:16.452489,449
132,HOSPITAL LA PAZ,1368,8313,2021-03-17 13:54:16.452498,648
132,HOSPITAL LA PAZ,1368,4829,2021-03-17 13:54:16.452498,771
82,PITIS,1689,4656,2021-03-17 13:54:16.452824,542
132,HOSPITAL LA PAZ,1689,8312,2021-03-17 13:54:16.452824,859
132,HOSPITAL LA PAZ,1689,4831,2021-03-17 13:54:16.452824,359
82,PITIS,1689,4705,2021-03-17 13:54:16.452824,257
133,CALLAO,173,4692,2021-03-17 13:54:16.453113,57
44,CALLAO,173,8299,2021-03-17 13:54:16.453113,479
133,CALLAO,173,5475,2021-03-17 13:54:16.453113,857
44,CALLAO,173,5653,2021-03-17 13:54:16.453113,64
1,PROSPERIDAD,173,124,2021-03-17 13:54:16.453113,364
1,PROSPERIDAD,173,122,2021-03-17 13:54:16.453113,453
132,HOSPITAL LA PAZ,1366,4829,2021-03-17 13:54:16.453260,659
132,HOSPITAL LA PAZ,1366,8313,2021-03-17 13:54:16.453260,540
44,MARQUES DE VIANA,1676,5661,2021-03-17 13:54:16.453311,88
44,MARQUES DE VIANA,1676,5656,2021-03-17 13:54:16.453311,914
132,MONCLOA,1675,4824,2021-03-17 13:54:16.453330,560
44,CALLAO,2397,5655,2021-03-17 13:54:16.717295,188
44,CALLAO,2397,5660,2021-03-17 13:54:16.717295,561
82,MONCLOA,1715,4718,2021-03-17 13:54:16.726951,387
82,MONCLOA,5716,4718,2021-03-17 13:54:16.739526,744
82,MONCLOA,5716,4655,2021-03-17 13:54:16.739526,362
82,MONCLOA,5370,4711,2021-03-17 13:54:16.751289,10
133,CALLAO,1749,4698,2021-03-17 13:54:16.755572,402
133,CALLAO,1749,4689,2021-03-17 13:54:16.755572,42
1,CRISTO REY,452,121,2021-03-17 13:54:16.755655,739
1,CRISTO REY,452,117,2021-03-17 13:54:16.755655,69
133,CALLAO,5652,4687,2021-03-17 13:54:16.756276,694
133,CALLAO,5652,4695,2021-03-17 13:54:16.756276,236
132,HOSPITAL LA PAZ,1647,8314,2021-03-17 13:54:16.757262,683
132,HOSPITAL LA PAZ,1647,4830,2021-03-17 13:54:16.757262,1207
132,MONCLOA,1685,8329,2021-03-17 13:54:16.964811,625
82,MONCLOA,1685,4711,2021-03-17 13:54:16.964811,310
132,MONCLOA,1685,4826,2021-03-17 13:54:16.964811,462
82,MONCLOA,1685,4717,2021-03-17 13:54:16.964811,299
82,MONCLOA,3047,4717,2021-03-17 13:54:16.965369,659
132,MONCLOA,3047,4703,2021-03-17 13:54:16.965369,340
132,HOSPITAL LA PAZ,3273,4831,2021-03-17 13:54:16.973336,449
