line,destination,stop,bus,datetime,estimateArrive
133,MIRASIERRA,3296,5475,2021-03-17 16:45:07.321365,39
133,MIRASIERRA,3296,4724,2021-03-17 16:45:07.321365,106
1,CRISTO REY,161,8294,2021-03-17 16:45:07.321480,739
132,MONCLOA,1365,8312,2021-03-17 16:45:07.321854,776
132,MONCLOA,1365,4831,2021-03-17 16:45:07.321854,499
1,CRISTO REY,4094,8294,2021-03-17 16:45:07.321884,1096
1,CRISTO REY,4094,116,2021-03-17 16:45:07.321884,331
82,MONCLOA,1630,4717,2021-03-17 16:45:07.322665,321
82,MONCLOA,1630,4718,2021-03-17 16:45:07.322665,740
132,MONCLOA,93,4831,2021-03-17 16:45:07.322776,402
132,MONCLOA,93,8312,2021-03-17 16:45:07.322776,686
132,HOSPITAL LA PAZ,3273,4719,2021-03-17 16:45:07.323960,555
82,PITIS,1720,4733,2021-03-17 16:45:07.324172,768
82,PITIS,1720,4710,2021-03-17 16:45:07.324172,279
82,MONCLOA,1719,4717,2021-03-17 16:45:07.334638,690
82,MONCLOA,1719,4711,2021-03-17 16:45:07.334638,243
133,MIRASIERRA,1336,4698,2021-03-17 16:45:07.336797,295
133,MIRASIERRA,1336,4693,2021-03-17 16:45:07.336797,715
133,MIRASIERRA,5793,4689,2021-03-17 16:45:07.341087,61
133,MIRASIERRA,5793,4698,2021-03-17 16:45:07.341087,537
133,MIRASIERRA,1356,4687,2021-03-17 16:45:07.355574,112
133,MIRASIERRA,1356,4695,2021-03-17 16:45:07.355574,111
44,CALLAO,4514,5659,2021-03-17 16:45:07.356852,439
82,MONCLOA,4514,4705,2021-03-17 16:45:07.356852,553
132,MONCLOA,4514,8313,2021-03-17 16:45:07.356852,363
82,MONCLOA,4514,4722,2021-03-17 16:45:07.356852,318
1,PROSPERIDAD,4514,118,2021-03-17 16:45:07.356852,1371
132,MONCLOA,4514,4737,2021-03-17 16:45:07.356852,118
44,CALLAO,4514,5655,2021-03-17 16:45:07.356852,742
1,PROSPERIDAD,164,121,2021-03-17 16:45:07.363352,1038
1,PROSPERIDAD,164,117,2021-03-17 16:45:07.363352,232
133,MIRASIERRA,1358,4687,2021-03-17 16:45:07.511630,229
133,MIRASIERRA,1358,4695,2021-03-17 16:45:07.511630,235
44,MARQUES DE VIANA,5591,5657,2021-03-17 16:45:07.528721,1203
44,MARQUES DE VIANA,5591,8297,2021-03-17 16:45:07.528721,727
82,PITIS,1711,4733,2021-03-17 16:45:07.560131,388
82,PITIS,1711,4706,2021-03-17 16:45:07.560131,1018
82,PITIS,1633,4710,2021-03-17 16:45:07.574507,460
82,PITIS,1633,4713,2021-03-17 16:45:07.574507,105
1,CRISTO REY,2307,124,2021-03-17 16:45:07.577516,352
1,CRISTO REY,2307,122,2021-03-17 16:45:07.577516,1204
132,HOSPITAL LA PAZ,3277,4824,2021-03-17 16:45:07.583495,32
132,HOSPITAL LA PAZ,3277,4825,2021-03-17 16:45:07.583495,172
1,PROSPERIDAD,171,121,2021-03-17 16:45:07.591237,579
1,PROSPERIDAD,171,119,2021-03-17 16:45:07.591237,1363
1,PROSPERIDAD,5138,121,2021-03-17 16:45:07.591321,907
1,PROSPERIDAD,5138,117,2021-03-17 16:45:07.591321,150
82,PITIS,1703,4733,2021-03-17 16:45:07.593520,123
82,PITIS,1703,4706,2021-03-17 16:45:07.593520,718
44,CALLAO,2389,5659,2021-03-17 16:45:07.593580,326
44,CALLAO,2389,5655,2021-03-17 16:45:07.593580,673
82,PITIS,1629,4713,2021-03-17 16:45:07.593725,251
82,PITIS,1629,4710,2021-03-17 16:45:07.593725,611
132,MONCLOA,3280,4830,2021-03-17 16:45:07.596720,1161
132,MONCLOA,3280,4829,2021-03-17 16:45:07.596720,347
82,MONCLOA,5309,4709,2021-03-17 16:45:07.596987,111
82,MONCLOA,5309,4711,2021-03-17 16:45:07.596987,783
44,MARQUES DE VIANA,5572,8299,2021-03-17 16:45:07.597307,772
44,MARQUES DE VIANA,5572,5653,2021-03-17 16:45:07.597307,232
44,CALLAO,2403,5661,2021-03-17 16:45:07.600729,730
44,CALLAO,2403,5660,2021-03-17 16:45:07.600729,183
132,MONCLOA,1648,4830,2021-03-17 16:45:07.600751,760
132,MONCLOA,1648,4831,2021-03-17 16:45:07.600751,1193
44,MARQUES DE VIANA,1666,8297,2021-03-17 16:45:07.601055,755
1,PROSPERIDAD,424,117,2021-03-17 16:45:07.601081,656
1,PROSPERIDAD,424,115,2021-03-17 16:45:07.601081,89
133,CALLAO,4968,5475,2021-03-17 16:45:07.601287,592
133,CALLAO,4968,4692,2021-03-17 16:45:07.601287,232
132,HOSPITAL LA PAZ,1512,4826,2021-03-17 16:45:07.602911,572
132,HOSPITAL LA PAZ,1512,4703,2021-03-17 16:45:07.602911,20
132,MONCLOA,1654,4831,2021-03-17 16:45:07.603338,1061
132,MONCLOA,1654,4830,2021-03-17 16:45:07.603338,583
133,CALLAO,1612,4690,2021-03-17 16:45:07.604204,270
133,CALLAO,1612,4692,2021-03-17 16:45:07.604204,617
132,HOSPITAL LA PAZ,3281,4824,2021-03-17 16:45:07.604516,265
132,HOSPITAL LA PAZ,3281,4825,2021-03-17 16:45:07.604516,423
133,MIRASIERRA,3571,4724,2021-03-17 16:45:07.604526,75
132,MONCLOA,1650,4830,2021-03-17 16:45:07.604556,660
132,MONCLOA,1650,4831,2021-03-17 16:45:07.604556,1174
133,CALLAO,1361,4699,2021-03-17 16:45:07.606189,200
82,PITIS,1716,4710,2021-03-17 16:45:07.761430,131
82,PITIS,1716,4733,2021-03-17 16:45:07.761430,624
44,MARQUES DE VIANA,2392,8297,2021-03-17 16:45:07.787246,469
44,MARQUES DE VIANA,2392,5657,2021-03-17 16:45:07.787246,931
44,CALLAO,4022,5659,2021-03-17 16:45:07.799973,529
1,PROSPERIDAD,4022,121,2021-03-17 16:45:07.799973,43
132,MONCLOA,4022,4737,2021-03-17 16:45:07.799973,199
132,MONCLOA,4022,8313,2021-03-17 16:45:07.799973,443
1,PROSPERIDAD,4022,119,2021-03-17 16:45:07.799973,775
82,MONCLOA,4022,4722,2021-03-17 16:45:07.799973,434
82,MONCLOA,4022,4705,2021-03-17 16:45:07.799973,648
133,MIRASIERRA,736,4701,2021-03-17 16:45:07.801830,591
44,MARQUES DE VIANA,736,5657,2021-03-17 16:45:07.801830,398
1,CRISTO REY,736,116,2021-03-17 16:45:07.801830,1059
44,MARQUES DE VIANA,736,5653,2021-03-17 16:45:07.801830,869
133,MIRASIERRA,736,4693,2021-03-17 16:45:07.801830,297
1,CRISTO REY,736,118,2021-03-17 16:45:07.801830,223
132,MONCLOA,1515,4831,2021-03-17 16:45:07.802954,818
132,MONCLOA,1515,4830,2021-03-17 16:45:07.802954,299
132,MONCLOA,1604,4831,2021-03-17 16:45:07.803860,23
132,MONCLOA,1604,8312,2021-03-17 16:45:07.803860,300
82,MONCLOA,1700,4711,2021-03-17 16:45:07.804063,882
82,MONCLOA,1700,4709,2021-03-17 16:45:07.804063,172
82,PITIS,1701,4733,2021-03-17 16:45:07.804268,80
82,PITIS,1701,4706,2021-03-17 16:45:07.804268,675
1,CRISTO REY,449,124,2021-03-17 16:45:07.804635,987
1,CRISTO REY,449,8294,2021-03-17 16:45:07.804635,420
1,PROSPERIDAD,729,117,2021-03-17 16:45:07.804807,1010
1,PROSPERIDAD,729,115,2021-03-17 16:45:07.804807,396
132,HOSPITAL LA PAZ,1674,4824,2021-03-17 16:45:07.806079,490
132,HOSPITAL LA PAZ,1674,8329,2021-03-17 16:45:07.806079,39
132,MONCLOA,3291,8312,2021-03-17 16:45:07.806684,339
132,MONCLOA,3291,4831,2021-03-17 16:45:07.806684,62
133,MIRASIERRA,1636,4687,2021-03-17 16:45:07.806805,573
133,MIRASIERRA,1636,4695,2021-03-17 16:45:07.806805,596
1,CRISTO REY,283,116,2021-03-17 16:45:07.807934,824
44,MARQUES DE VIANA,283,5653,2021-03-17 16:45:07.807934,609
44,MARQUES DE VIANA,283,5657,2021-03-17 16:45:07.807934,110
133,MIRASIERRA,283,4701,2021-03-17 16:45:07.807934,284
133,MIRASIERRA,283,4693,2021-03-17 16:45:07.807934,15
44,CALLAO,1671,5660,2021-03-17 16:45:07.813284,621
44,CALLAO,1671,5655,2021-03-17 16:45:07.813284,73
133,MIRASIERRA,1343,4689,2021-03-17 16:45:07.813394,35
133,MIRASIERRA,1343,4698,2021-03-17 16:45:07.813394,512
82,MONCLOA,1727,4717,2021-03-17 16:45:07.813495,491
82,MONCLOA,1727,4711,2021-03-17 16:45:07.813495,62
132,HOSPITAL LA PAZ,1655,4826,2021-03-17 16:45:07.813575,259
132,HOSPITAL LA PAZ,1655,8329,2021-03-17 16:45:07.813575,691
1,CRISTO REY,733,124,2021-03-17 16:45:07.815836,960
1,CRISTO REY,733,8294,2021-03-17 16:45:07.815836,378
44,CALLAO,1677,5660,2021-03-17 16:45:07.816538,335
44,CALLAO,1677,5661,2021-03-17 16:45:07.816538,880
133,CALLAO,1355,4699,2021-03-17 16:45:07.816602,394
133,CALLAO,1355,4704,2021-03-17 16:45:07.816602,172
82,MONCLOA,1717,4711,2021-03-17 16:45:07.816623,311
82,MONCLOA,1717,4717,2021-03-17 16:45:07.816623,726
82,MONCLOA,1690,4705,2021-03-17 16:45:07.816660,179
82,MONCLOA,1690,4709,2021-03-17 16:45:07.816660,511
132,MONCLOA,1690,8313,2021-03-17 16:45:07.816660,25
132,MONCLOA,1690,4829,2021-03-17 16:45:07.816660,554
82,PITIS,1684,4721,2021-03-17 16:45:08.043348,675
82,PITIS,1684,4706,2021-03-17 16:45:08.043348,297
132,HOSPITAL LA PAZ,1684,4719,2021-03-17 16:45:08.043348,297
132,HOSPITAL LA PAZ,1684,4832,2021-03-17 16:45:08.043348,727
82,PITIS,743,4706,2021-03-17 16:45:08.055774,121
1,CRISTO REY,743,118,2021-03-17 16:45:08.055774,738
44,MARQUES DE VIANA,743,5657,2021-03-17 16:45:08.055774,708
132,HOSPITAL LA PAZ,743,4832,2021-03-17 16:45:08.055774,600
82,PITIS,743,4721,2021-03-17 16:45:08.055774,499
1,CRISTO REY,743,116,2021-03-17 16:45:08.055774,1601
44,MARQUES DE VIANA,743,8297,2021-03-17 16:45:08.055774,245
132,HOSPITAL LA PAZ,743,4719,2021-03-17 16:45:08.055774,158
132,MONCLOA,1380,8312,2021-03-17 16:45:08.056073,505
132,MONCLOA,1380,4831,2021-03-17 16:45:08.056073,228
132,MONCLOA,1509,4831,2021-03-17 16:45:08.056132,686
132,MONCLOA,1509,4830,2021-03-17 16:45:08.056132,151
132,MONCLOA,3274,4830,2021-03-17 16:45:08.059605,1294
132,MONCLOA,3274,4829,2021-03-17 16:45:08.059605,424
132,MONCLOA,1656,4830,2021-03-17 16:45:08.059616,499
132,MONCLOA,1656,4831,2021-03-17 16:45:08.059616,1003
132,MONCLOA,1371,4831,2021-03-17 16:45:08.059930,274
132,MONCLOA,1371,8312,2021-03-17 16:45:08.059930,557
133,CALLAO,1615,4690,2021-03-17 16:45:08.060841,404
133,CALLAO,1615,4699,2021-03-17 16:45:08.060841,48
132,MONCLOA,3287,4830,2021-03-17 16:45:08.061123,48
132,MONCLOA,3287,4831,2021-03-17 16:45:08.061123,591
132,MONCLOA,1646,4831,2021-03-17 16:45:08.066538,1251
132,MONCLOA,1646,4830,2021-03-17 16:45:08.066538,798
132,HOSPITAL LA PAZ,3285,4825,2021-03-17 16:45:08.081523,546
132,HOSPITAL LA PAZ,3285,4824,2021-03-17 16:45:08.081523,417
1,CRISTO REY,732,124,2021-03-17 16:45:08.089070,813
1,CRISTO REY,732,8294,2021-03-17 16:45:08.089070,189
132,HOSPITAL LA PAZ,1510,4703,2021-03-17 16:45:08.105247,63
132,HOSPITAL LA PAZ,1510,4826,2021-03-17 16:45:08.105247,627
132,HOSPITAL LA PAZ,1516,4826,2021-03-17 16:45:08.105281,477
132,HOSPITAL LA PAZ,1516,8329,2021-03-17 16:45:08.105281,926
44,CALLAO,2401,5660,2021-03-17 16:45:08.105768,428
44,CALLAO,2401,5661,2021-03-17 16:45:08.105768,972
133,MIRASIERRA,5382,4687,2021-03-17 16:45:08.105928,612
133,MIRASIERRA,5382,4695,2021-03-17 16:45:08.105928,638
132,HOSPITAL LA PAZ,1653,8329,2021-03-17 16:45:08.106056,626
132,HOSPITAL LA PAZ,1653,4826,2021-03-17 16:45:08.106056,195
82,PITIS,4021,4706,2021-03-17 16:45:08.106078,35
132,HOSPITAL LA PAZ,4021,4719,2021-03-17 16:45:08.106078,60
44,MARQUES DE VIANA,4021,8297,2021-03-17 16:45:08.106078,125
1,CRISTO REY,4021,118,2021-03-17 16:45:08.106078,474
44,MARQUES DE VIANA,4021,5657,2021-03-17 16:45:08.106078,628
82,PITIS,4021,4721,2021-03-17 16:45:08.106078,399
132,HOSPITAL LA PAZ,4021,4832,2021-03-17 16:45:08.106078,465
1,CRISTO REY,4021,116,2021-03-17 16:45:08.106078,1310
82,PITIS,3756,4733,2021-03-17 16:45:08.106121,560
82,PITIS,3756,4710,2021-03-17 16:45:08.106121,85
1,CRISTO REY,451,124,2021-03-17 16:45:08.106467,1140
1,CRISTO REY,451,8294,2021-03-17 16:45:08.106467,515
132,HOSPITAL LA PAZ,1649,4826,2021-03-17 16:45:08.129350,38
132,HOSPITAL LA PAZ,1649,8329,2021-03-17 16:45:08.129350,458
132,HOSPITAL LA PAZ,3288,4826,2021-03-17 16:45:08.129387,1131
132,HOSPITAL LA PAZ,3288,4703,2021-03-17 16:45:08.129387,610
132,MONCLOA,1511,4830,2021-03-17 16:45:08.129760,194
132,MONCLOA,1511,4831,2021-03-17 16:45:08.129760,722
132,HOSPITAL LA PAZ,1577,8329,2021-03-17 16:45:08.190340,175
132,HOSPITAL LA PAZ,1577,4824,2021-03-17 16:45:08.190340,609
132,MONCLOA,1652,4831,2021-03-17 16:45:08.265013,1077
132,MONCLOA,1652,4830,2021-03-17 16:45:08.265013,594
132,HOSPITAL LA PAZ,1686,4832,2021-03-17 16:45:08.270247,806
82,PITIS,1686,4706,2021-03-17 16:45:08.270247,302
132,HOSPITAL LA PAZ,1686,4719,2021-03-17 16:45:08.270247,369
82,PITIS,1686,4721,2021-03-17 16:45:08.270247,704
132,HOSPITAL LA PAZ,1514,4826,2021-03-17 16:45:08.271124,513
132,HOSPITAL LA PAZ,1514,8329,2021-03-17 16:45:08.271124,929
132,HOSPITAL LA PAZ,1657,4826,2021-03-17 16:45:08.275358,354
132,HOSPITAL LA PAZ,1657,8329,2021-03-17 16:45:08.275358,772
82,MONCLOA,1694,4705,2021-03-17 16:45:08.276864,45
82,MONCLOA,1694,4709,2021-03-17 16:45:08.276864,367
133,CALLAO,1617,4690,2021-03-17 16:45:08.278238,463
133,CALLAO,1617,4699,2021-03-17 16:45:08.278238,88
82,MONCLOA,1738,4717,2021-03-17 16:45:08.282455,368
82,MONCLOA,1738,4718,2021-03-17 16:45:08.282455,785
44,MARQUES DE VIANA,2394,8297,2021-03-17 16:45:08.282591,569
44,MARQUES DE VIANA,2394,5657,2021-03-17 16:45:08.282591,1067
44,CALLAO,1669,5655,2021-03-17 16:45:08.282643,147
44,CALLAO,1669,5660,2021-03-17 16:45:08.282643,699
133,CALLAO,1346,4704,2021-03-17 16:45:08.284158,484
133,CALLAO,1346,4699,2021-03-17 16:45:08.284158,679
132,MONCLOA,3289,4831,2021-03-17 16:45:08.318366,113
132,MONCLOA,3289,8312,2021-03-17 16:45:08.318366,391
133,MIRASIERRA,1745,5475,2021-03-17 16:45:08.321244,101
133,MIRASIERRA,1745,4724,2021-03-17 16:45:08.321244,197
44,CALLAO,1679,5661,2021-03-17 16:45:08.323027,797
44,CALLAO,1679,5660,2021-03-17 16:45:08.323027,248
44,CALLAO,1667,5660,2021-03-17 16:45:08.323840,759
44,CALLAO,1667,5655,2021-03-17 16:45:08.323840,183
133,MIRASIERRA,3293,4695,2021-03-17 16:45:08.324981,717
133,MIRASIERRA,3293,4687,2021-03-17 16:45:08.324981,687
132,HOSPITAL LA PAZ,4175,4832,2021-03-17 16:45:08.325750,636
82,PITIS,4175,4721,2021-03-17 16:45:08.325750,545
132,HOSPITAL LA PAZ,4175,4719,2021-03-17 16:45:08.325750,234
82,PITIS,4175,4706,2021-03-17 16:45:08.325750,167
82,MONCLOA,1704,4711,2021-03-17 16:45:08.325794,756
82,MONCLOA,1704,4709,2021-03-17 16:45:08.325794,80
82,MONCLOA,1696,4709,2021-03-17 16:45:08.329597,337
82,MONCLOA,1696,4705,2021-03-17 16:45:08.329597,21
133,CALLAO,3295,4692,2021-03-17 16:45:08.330009,421
133,CALLAO,3295,4690,2021-03-17 16:45:08.330009,76
132,HOSPITAL LA PAZ,1691,4832,2021-03-17 16:45:08.331190,954
82,PITIS,1691,4721,2021-03-17 16:45:08.331190,861
132,HOSPITAL LA PAZ,1691,4719,2021-03-17 16:45:08.331190,520
82,PITIS,1691,4706,2021-03-17 16:45:08.331190,483
1,CRISTO REY,738,116,2021-03-17 16:45:08.332119,1151
133,MIRASIERRA,738,4701,2021-03-17 16:45:08.332119,661
44,MARQUES DE VIANA,738,5657,2021-03-17 16:45:08.332119,432
133,MIRASIERRA,738,4693,2021-03-17 16:45:08.332119,391
1,CRISTO REY,738,118,2021-03-17 16:45:08.332119,287
132,MONCLOA,3282,4830,2021-03-17 16:45:08.332154,1163
132,MONCLOA,3282,4829,2021-03-17 16:45:08.332154,292
82,PITIS,1697,4721,2021-03-17 16:45:08.332161,963
82,PITIS,1697,4706,2021-03-17 16:45:08.332161,568
82,PITIS,1705,4706,2021-03-17 16:45:08.332782,780
82,PITIS,1705,4733,2021-03-17 16:45:08.332782,185
133,MIRASIERRA,1637,4695,2021-03-17 16:45:08.334330,679
133,MIRASIERRA,1637,4687,2021-03-17 16:45:08.334330,651
132,MONCLOA,1513,4830,2021-03-17 16:45:08.516723,253
132,MONCLOA,1513,4831,2021-03-17 16:45:08.516723,779
82,MONCLOA,1712,4711,2021-03-17 16:45:08.526222,516
82,MONCLOA,1712,4717,2021-03-17 16:45:08.526222,919
82,MONCLOA,4292,4718,2021-03-17 16:45:08.527703,411
132,HOSPITAL LA PAZ,1643,8329,2021-03-17 16:45:08.527767,291
132,HOSPITAL LA PAZ,1643,4824,2021-03-17 16:45:08.527767,728
133,CALLAO,1344,4704,2021-03-17 16:45:08.536603,515
132,HOSPITAL LA PAZ,3278,4824,2021-03-17 16:45:08.549770,173
132,HOSPITAL LA PAZ,3278,4825,2021-03-17 16:45:08.549770,326
132,HOSPITAL LA PAZ,1605,4703,2021-03-17 16:45:08.591567,667
132,HOSPITAL LA PAZ,1605,4826,2021-03-17 16:45:08.591567,1220
133,CALLAO,3572,4692,2021-03-17 16:45:08.609665,341
1,PROSPERIDAD,426,115,2021-03-17 16:45:08.609835,255
1,PROSPERIDAD,426,117,2021-03-17 16:45:08.609835,823
133,MIRASIERRA,1614,4695,2021-03-17 16:45:08.609935,499
133,MIRASIERRA,1614,4687,2021-03-17 16:45:08.609935,480
44,CALLAO,2391,5659,2021-03-17 16:45:08.610018,242
44,CALLAO,2391,5655,2021-03-17 16:45:08.610018,594
82,PITIS,4285,4721,2021-03-17 16:45:08.610339,931
82,PITIS,4285,4706,2021-03-17 16:45:08.610339,547
133,CALLAO,1353,4704,2021-03-17 16:45:08.610647,288
133,CALLAO,1353,4699,2021-03-17 16:45:08.610647,514
44,MARQUES DE VIANA,1750,5653,2021-03-17 16:45:08.610648,669
133,MIRASIERRA,1750,4693,2021-03-17 16:45:08.610648,84
1,CRISTO REY,1750,116,2021-03-17 16:45:08.610648,880
133,MIRASIERRA,1750,4701,2021-03-17 16:45:08.610648,354
1,CRISTO REY,1750,118,2021-03-17 16:45:08.610648,45
44,MARQUES DE VIANA,1750,5657,2021-03-17 16:45:08.610648,171
133,CALLAO,193,4685,2021-03-17 16:45:08.611416,161
44,CALLAO,193,5659,2021-03-17 16:45:08.611416,876
133,CALLAO,193,4702,2021-03-17 16:45:08.611416,684
1,PROSPERIDAD,193,121,2021-03-17 16:45:08.611416,333
44,CALLAO,193,8299,2021-03-17 16:45:08.611416,315
1,PROSPERIDAD,193,119,2021-03-17 16:45:08.611416,1060
132,HOSPITAL LA PAZ,1786,4703,2021-03-17 16:45:08.612888,153
132,HOSPITAL LA PAZ,1786,4826,2021-03-17 16:45:08.612888,708
132,MONCLOA,3286,4829,2021-03-17 16:45:08.613601,221
132,MONCLOA,3286,4830,2021-03-17 16:45:08.613601,1069
1,PROSPERIDAD,727,115,2021-03-17 16:45:08.613705,561
1,PROSPERIDAD,727,117,2021-03-17 16:45:08.613705,1135
133,MIRASIERRA,1330,4698,2021-03-17 16:45:08.613719,135
133,MIRASIERRA,1330,4693,2021-03-17 16:45:08.613719,606
133,CALLAO,1331,4702,2021-03-17 16:45:08.613750,297
133,CALLAO,1331,4835,2021-03-17 16:45:08.613750,246
132,MONCLOA,1331,8313,2021-03-17 16:45:08.613750,217
82,MONCLOA,1331,4705,2021-03-17 16:45:08.613750,378
82,MONCLOA,1331,4722,2021-03-17 16:45:08.613750,140
132,MONCLOA,1331,4829,2021-03-17 16:45:08.613750,757
133,CALLAO,1350,4699,2021-03-17 16:45:08.613751,584
133,CALLAO,1350,4704,2021-03-17 16:45:08.613751,363
1,PROSPERIDAD,737,121,2021-03-17 16:45:08.613759,227
44,CALLAO,737,8299,2021-03-17 16:45:08.613759,133
133,CALLAO,737,4835,2021-03-17 16:45:08.613759,480
1,PROSPERIDAD,737,119,2021-03-17 16:45:08.613759,954
44,CALLAO,737,5659,2021-03-17 16:45:08.613759,683
133,CALLAO,737,4702,2021-03-17 16:45:08.613759,483
133,MIRASIERRA,1351,4689,2021-03-17 16:45:08.622382,254
133,MIRASIERRA,1351,4698,2021-03-17 16:45:08.622382,727
82,PITIS,1709,4733,2021-03-17 16:45:08.622424,331
82,PITIS,1709,4706,2021-03-17 16:45:08.622424,926
132,HOSPITAL LA PAZ,5140,4824,2021-03-17 16:45:08.632058,220
132,HOSPITAL LA PAZ,5140,4825,2021-03-17 16:45:08.632058,387
82,PITIS,1730,4710,2021-03-17 16:45:08.638975,527
82,PITIS,1730,4713,2021-03-17 16:45:08.638975,167
1,CRISTO REY,725,124,2021-03-17 16:45:08.639421,437
1,CRISTO REY,725,122,2021-03-17 16:45:08.639421,1285
132,HOSPITAL LA PAZ,1687,4832,2021-03-17 16:45:08.639684,846
82,PITIS,1687,4721,2021-03-17 16:45:08.639684,741
82,PITIS,1687,4706,2021-03-17 16:45:08.639684,345
132,HOSPITAL LA PAZ,1687,4719,2021-03-17 16:45:08.639684,378
1,CRISTO REY,718,122,2021-03-17 16:45:08.640599,939
1,CRISTO REY,718,124,2021-03-17 16:45:08.640599,108
82,MONCLOA,1692,4709,2021-03-17 16:45:08.718145,452
82,MONCLOA,1692,4705,2021-03-17 16:45:08.718145,124
132,MONCLOA,1692,4829,2021-03-17 16:45:08.718145,522
1,PROSPERIDAD,724,117,2021-03-17 16:45:08.789449,115
1,PROSPERIDAD,724,121,2021-03-17 16:45:08.789449,850
1,PROSPERIDAD,70,117,2021-03-17 16:45:08.790604,299
1,PROSPERIDAD,70,121,2021-03-17 16:45:08.790604,1047
1,PROSPERIDAD,2304,117,2021-03-17 16:45:08.791089,1368
1,PROSPERIDAD,2304,115,2021-03-17 16:45:08.791089,789
133,CALLAO,3229,4690,2021-03-17 16:45:08.791285,222
133,CALLAO,3229,4692,2021-03-17 16:45:08.791285,565
132,HOSPITAL LA PAZ,1372,4703,2021-03-17 16:45:08.793426,464
132,HOSPITAL LA PAZ,1372,4826,2021-03-17 16:45:08.793426,1027
44,MARQUES DE VIANA,2402,5661,2021-03-17 16:45:08.793904,339
44,MARQUES DE VIANA,2402,5656,2021-03-17 16:45:08.793904,505
133,MIRASIERRA,1341,4698,2021-03-17 16:45:08.798836,457
133,MIRASIERRA,1341,4693,2021-03-17 16:45:08.798836,905
1,CRISTO REY,734,116,2021-03-17 16:45:08.799258,988
44,MARQUES DE VIANA,734,5657,2021-03-17 16:45:08.799258,324
133,MIRASIERRA,734,4693,2021-03-17 16:45:08.799258,237
133,MIRASIERRA,734,4701,2021-03-17 16:45:08.799258,506
44,MARQUES DE VIANA,734,5653,2021-03-17 16:45:08.799258,785
1,CRISTO REY,734,118,2021-03-17 16:45:08.799258,152
82,MONCLOA,1721,4711,2021-03-17 16:45:08.802171,189
82,MONCLOA,1721,4717,2021-03-17 16:45:08.802171,623
132,MONCLOA,1658,4830,2021-03-17 16:45:08.802795,389
132,MONCLOA,1658,4831,2021-03-17 16:45:08.802795,904
133,MIRASIERRA,168,4684,2021-03-17 16:45:08.803047,431
44,MARQUES DE VIANA,168,5653,2021-03-17 16:45:08.803047,407
44,MARQUES DE VIANA,168,8299,2021-03-17 16:45:08.803047,948
1,CRISTO REY,168,8294,2021-03-17 16:45:08.803047,1336
133,MIRASIERRA,168,4701,2021-03-17 16:45:08.803047,86
1,CRISTO REY,168,116,2021-03-17 16:45:08.803047,626
133,MIRASIERRA,1338,4698,2021-03-17 16:45:08.803895,307
133,MIRASIERRA,1338,4693,2021-03-17 16:45:08.803895,766
82,PITIS,1718,4733,2021-03-17 16:45:08.806565,609
82,PITIS,1718,4710,2021-03-17 16:45:08.806565,160
133,MIRASIERRA,1340,4698,2021-03-17 16:45:08.806622,368
133,MIRASIERRA,1340,4693,2021-03-17 16:45:08.806622,814
133,MIRASIERRA,3688,4698,2021-03-17 16:45:08.806763,4
82,PITIS,3688,4721,2021-03-17 16:45:08.806763,357
132,HOSPITAL LA PAZ,3688,4832,2021-03-17 16:45:08.806763,386
133,MIRASIERRA,3688,4693,2021-03-17 16:45:08.806763,456
133,CALLAO,1360,4690,2021-03-17 16:45:08.807733,484
133,CALLAO,1360,4699,2021-03-17 16:45:08.807733,132
82,MONCLOA,1731,4717,2021-03-17 16:45:08.807739,415
132,MONCLOA,1379,8312,2021-03-17 16:45:08.807742,451
132,MONCLOA,1379,4831,2021-03-17 16:45:08.807742,174
82,MONCLOA,1725,4711,2021-03-17 16:45:08.808041,86
82,MONCLOA,1725,4717,2021-03-17 16:45:08.808041,514
1,CRISTO REY,4816,118,2021-03-17 16:45:08.962590,368
44,MARQUES DE VIANA,4816,8297,2021-03-17 16:45:08.962590,42
44,MARQUES DE VIANA,4816,5657,2021-03-17 16:45:08.962590,545
1,CRISTO REY,4816,116,2021-03-17 16:45:08.962590,1204
44,CALLAO,2399,5660,2021-03-17 16:45:08.975087,475
44,CALLAO,2399,5661,2021-03-17 16:45:08.975087,1015
133,MIRASIERRA,5456,4695,2021-03-17 16:45:08.982769,53
133,MIRASIERRA,5456,4687,2021-03-17 16:45:08.982769,57
1,PROSPERIDAD,715,120,2021-03-17 16:45:08.984521,175
1,PROSPERIDAD,715,122,2021-03-17 16:45:08.984521,257
44,MARQUES DE VIANA,1678,5661,2021-03-17 16:45:08.986591,312
44,MARQUES DE VIANA,1678,5656,2021-03-17 16:45:08.986591,468
44,CALLAO,2395,5655,2021-03-17 16:45:08.987045,384
44,CALLAO,2395,5659,2021-03-17 16:45:08.987045,52
133,MIRASIERRA,1354,4689,2021-03-17 16:45:08.990472,403
133,MIRASIERRA,1354,4698,2021-03-17 16:45:08.990472,872
82,MONCLOA,1634,4711,2021-03-17 16:45:08.990615,37
82,MONCLOA,1634,4717,2021-03-17 16:45:08.990615,466
132,HOSPITAL LA PAZ,1364,4703,2021-03-17 16:45:08.991269,204
132,HOSPITAL LA PAZ,1364,4826,2021-03-17 16:45:08.991269,752
1,CRISTO REY,730,124,2021-03-17 16:45:08.991782,645
1,CRISTO REY,730,8294,2021-03-17 16:45:08.991782,54
132,MONCLOA,1688,8313,2021-03-17 16:45:08.991895,59
